rank,player,rating,gold,silver,bronze,rated_games,total_games,finished,eliminated,resigned,joined,date_scraped,time_scraped
6796,Brarian,1132,-,1,1,4,8,50%,50%,-,26 Oct 2015,02 Oct 2017,12:41
6797,fieryaleeco,1132,-,1,-,5,15,53%,27%,20%,10 Dec 2015,02 Oct 2017,12:41
6798,AHappyBlobfish,1132,-,1,-,1,8,25%,-,75%,17 Jul 2016,02 Oct 2017,12:41
6799,Divyanshu Singh,1132,-,1,-,2,7,29%,14%,57%,28 Feb 2016,02 Oct 2017,12:41
6800,Lemuel Cushing,1132,-,1,-,3,5,60%,-,40%,02 Apr 2016,02 Oct 2017,12:41
6801,OliveJuice,1132,-,1,-,2,5,-,80%,20%,23 Oct 2015,02 Oct 2017,12:41
6802,Bang,1132,-,-,3,6,9,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
6803,SUNTZULU,1132,-,-,2,3,9,33%,11%,56%,21 Oct 2015,02 Oct 2017,12:41
6804,Jam9602,1132,-,-,2,1,4,25%,-,75%,17 Oct 2015,02 Oct 2017,12:41
6805,Heuscher3,1132,-,-,1,1,17,29%,18%,53%,09 Nov 2015,02 Oct 2017,12:41
6806,Tysenberg,1132,-,-,1,1,4,50%,-,50%,27 Oct 2015,02 Oct 2017,12:41
6807,Geooe,1132,-,-,-,2,13,23%,54%,23%,19 Oct 2015,02 Oct 2017,12:41
6808,Mickaboo,1132,-,-,-,1,8,13%,13%,75%,28 Oct 2015,02 Oct 2017,12:41
6809,Fearlesswesy,1132,-,-,-,1,8,13%,13%,75%,01 Sep 2016,02 Oct 2017,12:41
6810,BDAC1,1132,-,-,-,7,7,-,-,100%,20 Aug 2016,02 Oct 2017,12:41
6811,tacos_atmidnight,1132,-,-,-,1,4,50%,-,50%,11 Feb 2016,02 Oct 2017,12:41
6812,Empt,1132,-,-,-,1,4,25%,50%,25%,17 Aug 2015,02 Oct 2017,12:41
6813,Jibriel,1132,-,-,-,1,4,-,50%,50%,15 Dec 2016,02 Oct 2017,12:41
6814,Stk21,1132,-,-,-,1,3,67%,-,33%,23 Oct 2015,02 Oct 2017,12:41
6815,pojokuN,1132,-,-,-,2,3,33%,-,67%,24 Nov 2015,02 Oct 2017,12:41
6816,Dan Dunn,1132,-,-,-,1,3,33%,33%,33%,17 Jul 2016,02 Oct 2017,12:41
6817,Tankman,1132,-,-,-,1,3,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
6818,Killerdad,1132,-,-,-,1,3,-,-,100%,05 Aug 2016,02 Oct 2017,12:41
6819,LTDan,1132,-,-,-,1,3,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6820,metalci12,1132,-,-,-,1,2,-,-,100%,09 Mar 2017,02 Oct 2017,12:41
6821,Chefboy RD,1132,-,-,-,1,2,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
6822,amandafreitas,1132,-,-,-,1,2,-,50%,50%,23 Oct 2015,02 Oct 2017,12:41
6823,TheBornPro,1132,-,-,-,1,2,-,50%,50%,06 Apr 2016,02 Oct 2017,12:41
6824,thadarkclark,1132,-,-,-,2,2,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
6825,EdTeach,1132,-,-,-,1,2,-,-,100%,21 Jun 2016,02 Oct 2017,12:41
6826,FreeRu,1132,-,-,-,1,2,-,-,100%,25 Oct 2015,02 Oct 2017,12:41
6827,Starless,1132,-,-,-,1,1,-,-,100%,29 Oct 2015,02 Oct 2017,12:41
6828,R9a9,1132,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6829,zoer,1132,-,-,-,1,1,-,-,100%,17 Sep 2016,02 Oct 2017,12:41
6830,kinivi,1132,-,-,-,1,1,-,-,100%,25 Oct 2015,02 Oct 2017,12:41
6831,Lappenwilli,1132,-,-,-,1,1,-,-,100%,15 Mar 2016,02 Oct 2017,12:41
6832,mjhf1997,1132,-,-,-,1,1,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
6833,FRONT242,1132,-,-,-,1,1,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
6834,Mirgon,1132,-,-,-,1,1,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
6835,Loganflex,1132,-,-,-,1,1,-,-,100%,11 Aug 2016,02 Oct 2017,12:41
6836,GibsterGFX,1132,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6837,Lrving,1132,-,-,-,1,1,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
6838,Davilam,1132,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
6839,Manoo,1132,-,-,-,1,1,-,100%,-,14 Oct 2015,02 Oct 2017,12:41
6840,Mozes,1132,-,-,-,1,1,-,-,100%,03 Nov 2015,02 Oct 2017,12:41
6841,roman0ff,1132,-,-,-,1,1,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
6842,TripSwitch,1132,-,-,-,1,1,-,-,100%,27 Apr 2016,02 Oct 2017,12:41
6843,LadyoftheSea,1132,-,-,-,1,1,-,-,100%,21 Sep 2017,02 Oct 2017,12:41
6844,Pablo5728,1132,-,-,-,1,1,-,-,100%,03 Nov 2015,02 Oct 2017,12:41
6845,Maximus17,1132,-,-,-,1,1,-,-,100%,25 Aug 2016,02 Oct 2017,12:41
6846,Yaret,1131,11,8,8,12,53,60%,21%,19%,17 Jan 2016,02 Oct 2017,12:41
6847,HarryHardass,1131,7,2,3,5,24,58%,13%,29%,25 Oct 2015,02 Oct 2017,12:41
6848,sommma,1131,5,1,-,15,22,55%,41%,5%,19 Oct 2015,02 Oct 2017,12:41
6849,Po Pharoah,1131,4,3,-,5,17,88%,12%,-,04 Nov 2015,02 Oct 2017,12:41
6850,Jonny950,1131,3,4,8,22,64,69%,31%,-,07 Nov 2015,02 Oct 2017,12:41
6851,Allience,1131,3,4,6,30,43,60%,33%,7%,01 Apr 2016,02 Oct 2017,12:41
6852,Superlooktome,1131,2,5,3,2,32,53%,9%,38%,16 Oct 2015,02 Oct 2017,12:41
6853,MCD8,1131,2,5,3,15,26,50%,38%,12%,24 May 2016,02 Oct 2017,12:41
6854,IamSn1p3s,1131,2,-,-,2,5,40%,60%,-,19 Nov 2015,02 Oct 2017,12:41
6855,Hayteraid,1131,2,-,-,3,4,50%,50%,-,15 Mar 2016,02 Oct 2017,12:41
6856,Rorymcdnld,1131,2,-,-,1,3,67%,-,33%,16 Oct 2015,02 Oct 2017,12:41
6857,Antair,1131,1,3,2,11,25,52%,16%,32%,16 Oct 2015,02 Oct 2017,12:41
6858,bennyv,1131,1,2,1,9,26,50%,35%,15%,25 Oct 2015,02 Oct 2017,12:41
6859,M1STERG0NE,1131,1,2,1,6,8,63%,25%,13%,09 Oct 2015,02 Oct 2017,12:41
6860,djdk,1131,1,2,1,2,8,63%,38%,-,03 Nov 2015,02 Oct 2017,12:41
6861,Avery24,1131,1,1,3,4,18,50%,17%,33%,31 Aug 2016,02 Oct 2017,12:41
6862,Joelizzle,1131,1,1,1,1,11,45%,-,55%,17 Oct 2015,02 Oct 2017,12:41
6863,CakemixV3,1131,1,-,3,4,24,33%,42%,25%,10 Mar 2015,02 Oct 2017,12:41
6864,Rufus T Firefly,1131,1,-,-,4,6,67%,-,33%,17 Oct 2015,02 Oct 2017,12:41
6865,Aerostoth,1131,1,-,-,1,3,33%,-,67%,18 Oct 2015,02 Oct 2017,12:41
6866,10s037,1131,1,-,-,1,2,50%,-,50%,14 Oct 2015,02 Oct 2017,12:41
6867,Skissor,1131,1,-,-,1,2,50%,-,50%,26 Mar 2016,02 Oct 2017,12:41
6868,DarkRainbow,1131,-,2,-,3,8,50%,13%,38%,30 Sep 2016,02 Oct 2017,12:41
6869,Jonathan899,1131,-,1,1,6,16,31%,25%,44%,21 Jan 2016,02 Oct 2017,12:41
6870,Rostislav,1131,-,1,1,2,6,50%,-,50%,21 Oct 2015,02 Oct 2017,12:41
6871,franzy,1131,-,1,1,1,5,40%,40%,20%,05 Oct 2015,02 Oct 2017,12:41
6872,Lasershark,1131,-,1,-,1,7,29%,14%,57%,30 Jul 2015,02 Oct 2017,12:41
6873,Hillside1932,1131,-,-,1,2,6,17%,50%,33%,18 Oct 2015,02 Oct 2017,12:41
6874,TreysTrue,1131,-,-,1,1,5,20%,-,80%,11 Aug 2015,02 Oct 2017,12:41
6875,no0kiavelli,1131,-,-,1,1,2,50%,50%,-,27 Dec 2015,02 Oct 2017,12:41
6876,turnupturtle,1131,-,-,-,1,7,14%,29%,57%,23 Aug 2017,02 Oct 2017,12:41
6877,Jortomundo,1131,-,-,-,3,6,17%,50%,33%,13 Feb 2016,02 Oct 2017,12:41
6878,Shggar,1131,-,-,-,1,6,17%,-,83%,28 Oct 2016,02 Oct 2017,12:41
6879,Filthycleanglass,1131,-,-,-,1,6,17%,33%,50%,14 Jan 2016,02 Oct 2017,12:41
6880,Shinigame,1131,-,-,-,3,5,40%,40%,20%,01 Sep 2016,02 Oct 2017,12:41
6881,Savir,1131,-,-,-,2,5,20%,40%,40%,09 Jun 2016,02 Oct 2017,12:41
6882,steveohh40,1131,-,-,-,3,5,20%,80%,-,02 Apr 2016,02 Oct 2017,12:41
6883,Greengo55,1131,-,-,-,2,4,50%,-,50%,28 Dec 2015,02 Oct 2017,12:41
6884,Kurokochi,1131,-,-,-,1,4,25%,50%,25%,13 Feb 2016,02 Oct 2017,12:41
6885,ddbnc,1131,-,-,-,1,3,33%,-,67%,15 Oct 2015,02 Oct 2017,12:41
6886,eight_ps,1131,-,-,-,2,3,-,33%,67%,19 Oct 2015,02 Oct 2017,12:41
6887,Archsider,1131,-,-,-,1,2,-,-,100%,19 Jul 2016,02 Oct 2017,12:41
6888,Alekseich,1131,-,-,-,2,2,-,-,100%,20 Oct 2015,02 Oct 2017,12:41
6889,Nafeekx,1131,-,-,-,2,2,-,50%,50%,20 Oct 2015,02 Oct 2017,12:41
6890,jasha,1131,-,-,-,1,2,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
6891,Mehdi1990,1131,-,-,-,1,2,-,-,100%,23 Oct 2015,02 Oct 2017,12:41
6892,Knightwolf,1131,-,-,-,1,2,-,50%,50%,19 Oct 2015,02 Oct 2017,12:41
6893,WessyTheDad,1131,-,-,-,2,2,-,-,100%,07 Apr 2017,02 Oct 2017,12:41
6894,Hooliganz,1131,-,-,-,1,2,-,-,100%,13 Jul 2016,02 Oct 2017,12:41
6895,ELITEREIX,1131,-,-,-,1,1,-,100%,-,24 Oct 2015,02 Oct 2017,12:41
6896,Aristotelis,1131,-,-,-,1,1,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
6897,Thugquez13,1131,-,-,-,1,1,-,100%,-,12 Mar 2017,02 Oct 2017,12:41
6898,Osanerdzioch,1131,-,-,-,1,1,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
6899,Dimulka-9,1131,-,-,-,1,1,-,100%,-,22 Aug 2017,02 Oct 2017,12:41
6900,Kslyhell,1131,-,-,-,1,1,-,100%,-,30 Oct 2015,02 Oct 2017,12:41
6901,Twinmoney,1131,-,-,-,1,1,-,-,100%,31 Aug 2016,02 Oct 2017,12:41
6902,Bestwishes,1131,-,-,-,1,1,-,-,100%,29 Oct 2015,02 Oct 2017,12:41
6903,mrballoonhandz,1131,-,-,-,1,1,-,-,100%,23 Jul 2017,02 Oct 2017,12:41
6904,mehran,1131,-,-,-,1,1,-,100%,-,01 Nov 2015,02 Oct 2017,12:41
6905,fana,1130,16,6,4,37,60,65%,15%,20%,04 Feb 2016,02 Oct 2017,12:41
6906,Yayo_God,1130,6,3,4,20,55,56%,31%,13%,29 Dec 2015,02 Oct 2017,12:41
6907,Clorine,1130,5,5,8,13,73,59%,23%,18%,08 Nov 2015,02 Oct 2017,12:41
6908,Sevouijar,1130,3,1,-,2,9,44%,-,56%,14 Oct 2015,02 Oct 2017,12:41
6909,Harimao,1130,2,-,5,12,18,61%,17%,22%,21 Oct 2015,02 Oct 2017,12:41
6910,Kaww,1130,2,-,-,2,6,33%,50%,17%,24 Mar 2016,02 Oct 2017,12:41
6911,Artastic,1130,1,1,-,4,10,60%,10%,30%,06 Nov 2015,02 Oct 2017,12:41
6912,JoBieGle,1130,1,1,-,1,5,80%,20%,-,26 Oct 2015,02 Oct 2017,12:41
6913,Weasel07,1130,1,1,-,1,5,40%,-,60%,17 Oct 2015,02 Oct 2017,12:41
6914,Burger,1130,1,-,-,1,5,40%,20%,40%,18 Oct 2015,02 Oct 2017,12:41
6915,Thelostboy,1130,1,-,-,1,4,50%,25%,25%,04 Nov 2015,02 Oct 2017,12:41
6916,LVLZ,1130,1,-,-,1,3,33%,-,67%,29 Dec 2015,02 Oct 2017,12:41
6917,Camog13,1130,-,3,1,1,12,33%,17%,50%,18 Oct 2015,02 Oct 2017,12:41
6918,Schopko,1130,-,2,1,1,6,67%,17%,17%,18 Oct 2015,02 Oct 2017,12:41
6919,xVell,1130,-,1,1,14,25,68%,24%,8%,16 Oct 2015,02 Oct 2017,12:41
6920,_dxs_,1130,-,1,1,7,9,33%,11%,56%,14 Aug 2016,02 Oct 2017,12:41
6921,HoboArtrus,1130,-,1,1,2,8,25%,63%,13%,28 May 2017,02 Oct 2017,12:41
6922,tengu707,1130,-,1,-,1,7,14%,14%,71%,29 Jan 2017,02 Oct 2017,12:41
6923,Urath12,1130,-,1,-,2,6,67%,-,33%,25 Nov 2015,02 Oct 2017,12:41
6924,OMGzKakaniz,1130,-,1,-,1,6,17%,-,83%,15 Oct 2015,02 Oct 2017,12:41
6925,Grimrot,1130,-,1,-,1,5,20%,20%,60%,18 Oct 2015,02 Oct 2017,12:41
6926,SkotosKardia,1130,-,1,-,1,2,-,50%,50%,19 Oct 2015,02 Oct 2017,12:41
6927,CalCal,1130,-,-,1,2,3,67%,33%,-,05 Oct 2015,02 Oct 2017,12:41
6928,Alexander906030,1130,-,-,1,1,2,50%,50%,-,19 Sep 2017,02 Oct 2017,12:41
6929,Rektofen,1130,-,-,-,3,9,22%,44%,33%,27 Mar 2016,02 Oct 2017,12:41
6930,THEEKILLER,1130,-,-,-,1,8,13%,50%,38%,01 May 2016,02 Oct 2017,12:41
6931,nico3161998,1130,-,-,-,1,7,29%,29%,43%,05 Jun 2016,02 Oct 2017,12:41
6932,alex6,1130,-,-,-,4,7,29%,43%,29%,27 Apr 2017,02 Oct 2017,12:41
6933,DoktorJest,1130,-,-,-,3,6,67%,33%,-,21 Oct 2015,02 Oct 2017,12:41
6934,TheHiddenMist,1130,-,-,-,1,6,17%,17%,67%,17 Oct 2015,02 Oct 2017,12:41
6935,Misterwtheface,1130,-,-,-,3,5,20%,-,80%,23 Jun 2016,02 Oct 2017,12:41
6936,sunking ur face,1130,-,-,-,2,5,20%,20%,60%,28 Apr 2016,02 Oct 2017,12:41
6937,Fapjack,1130,-,-,-,1,5,-,20%,80%,24 Nov 2015,02 Oct 2017,12:41
6938,LifeTime,1130,-,-,-,2,4,50%,25%,25%,24 Nov 2015,02 Oct 2017,12:41
6939,Belga,1130,-,-,-,1,4,25%,25%,50%,07 Aug 2016,02 Oct 2017,12:41
6940,FrostyIcecream3,1130,-,-,-,2,4,-,25%,75%,16 Oct 2015,02 Oct 2017,12:41
6941,Randomperson645,1130,-,-,-,1,4,-,50%,50%,10 Jul 2016,02 Oct 2017,12:41
6942,L0RDANGUS,1130,-,-,-,1,3,67%,33%,-,04 Dec 2015,02 Oct 2017,12:41
6943,BLACK_X,1130,-,-,-,2,3,67%,-,33%,12 Jul 2017,02 Oct 2017,12:41
6944,antikaria,1130,-,-,-,1,3,-,33%,67%,17 Oct 2015,02 Oct 2017,12:41
6945,ZodiarkeEule,1130,-,-,-,2,3,-,67%,33%,04 Aug 2016,02 Oct 2017,12:41
6946,MAJ Bootyfwapz,1130,-,-,-,1,3,-,-,100%,14 Oct 2015,02 Oct 2017,12:41
6947,Aleck,1130,-,-,-,1,3,-,33%,67%,15 Mar 2017,02 Oct 2017,12:41
6948,R0MM3L,1130,-,-,-,1,3,-,-,100%,25 Nov 2015,02 Oct 2017,12:41
6949,Harry Jia,1130,-,-,-,1,2,50%,-,50%,18 Jan 2016,02 Oct 2017,12:41
6950,United  Republic,1130,-,-,-,1,2,-,-,100%,30 Oct 2015,02 Oct 2017,12:41
6951,terror_rest45,1130,-,-,-,1,2,-,-,100%,11 Oct 2016,02 Oct 2017,12:41
6952,Dalix,1130,-,-,-,1,2,-,-,100%,15 Oct 2015,02 Oct 2017,12:41
6953,Mexican nation,1130,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6954,Lord Alucard,1130,-,-,-,1,1,-,-,100%,18 Mar 2016,02 Oct 2017,12:41
6955,NotoriousPIP,1130,-,-,-,1,1,-,-,100%,06 Oct 2015,02 Oct 2017,12:41
6956,GreedPhantom,1130,-,-,-,1,1,-,100%,-,28 Jul 2015,02 Oct 2017,12:41
6957,Narghile,1130,-,-,-,1,1,-,100%,-,28 Jul 2015,02 Oct 2017,12:41
6958,crossalex,1130,-,-,-,1,1,-,100%,-,18 Oct 2015,02 Oct 2017,12:41
6959,Mohamad reza,1130,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6960,ChicoSuave,1130,-,-,-,1,1,-,-,100%,17 Oct 2015,02 Oct 2017,12:41
6961,Rcoo,1130,-,-,-,1,1,-,100%,-,17 Oct 2015,02 Oct 2017,12:41
6962,Sirsamson777,1130,-,-,-,1,1,-,-,100%,19 Aug 2016,02 Oct 2017,12:41
6963,ZNVF,1130,-,-,-,1,1,-,-,100%,18 Jul 2017,02 Oct 2017,12:41
6964,Carlop,1130,-,-,-,1,1,-,100%,-,16 Oct 2015,02 Oct 2017,12:41
6965,Eskae111,1130,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
6966,Ortamo,1130,-,-,-,1,1,-,-,100%,01 Sep 2016,02 Oct 2017,12:41
6967,reza iraji,1130,-,-,-,1,1,-,-,100%,25 Oct 2015,02 Oct 2017,12:41
6968,SaYan,1130,-,-,-,1,1,-,-,100%,10 Mar 2017,02 Oct 2017,12:41
6969,b1pt,1130,-,-,-,1,1,-,-,100%,13 Oct 2015,02 Oct 2017,12:41
6970,framel,1130,-,-,-,1,1,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
6971,GalahadProdigy,1130,-,-,-,1,1,-,100%,-,15 Oct 2015,02 Oct 2017,12:41
6972,Adimarr,1130,-,-,-,1,1,-,-,100%,06 Sep 2016,02 Oct 2017,12:41
6973,TheCrystalToast,1130,-,-,-,1,1,-,-,100%,16 May 2017,02 Oct 2017,12:41
6974,buginspector,1130,-,-,-,1,1,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
6975,xieziqiang,1130,-,-,-,1,1,-,-,100%,26 Oct 2015,02 Oct 2017,12:41
6976,chequers,1130,-,-,-,1,1,-,100%,-,14 Oct 2015,02 Oct 2017,12:41
6977,Captain Crunch berry,1129,10,10,4,19,65,71%,26%,3%,14 Dec 2015,02 Oct 2017,12:41
6978,Zug2ug,1129,3,9,2,33,44,52%,18%,30%,18 Oct 2015,02 Oct 2017,12:41
6979,witness08,1129,3,3,1,12,18,56%,22%,22%,04 Mar 2016,02 Oct 2017,12:41
6980,DurtyWillie,1129,3,2,3,4,20,80%,15%,5%,26 Oct 2015,02 Oct 2017,12:41
6981,-dm-,1129,2,-,-,1,4,50%,25%,25%,21 Oct 2015,02 Oct 2017,12:41
6982,LUCKY WIFI,1129,1,6,2,4,15,60%,27%,13%,09 Nov 2015,02 Oct 2017,12:41
6983,thebunnyman007,1129,1,3,1,3,25,56%,4%,40%,03 Nov 2015,02 Oct 2017,12:41
6984,Somerled,1129,1,3,-,9,13,46%,38%,15%,19 Oct 2015,02 Oct 2017,12:41
6985,Brendanzeros,1129,1,2,2,2,12,50%,-,50%,29 Oct 2015,02 Oct 2017,12:41
6986,eastlidd,1129,1,1,7,7,25,48%,40%,12%,09 Jan 2017,02 Oct 2017,12:41
6987,ParkerVR,1129,1,1,1,3,9,44%,22%,33%,16 Mar 2016,02 Oct 2017,12:41
6988,EMBRA,1129,1,-,1,2,9,33%,33%,33%,09 Jan 2017,02 Oct 2017,12:41
6989,Marte,1129,1,-,1,1,5,60%,-,40%,19 Oct 2015,02 Oct 2017,12:41
6990,Direwolf42,1129,1,-,-,2,5,20%,20%,60%,09 Oct 2015,02 Oct 2017,12:41
6991,bbblubber,1129,1,-,-,2,5,20%,20%,60%,16 Jan 2017,02 Oct 2017,12:41
6992,Nemolo,1129,-,3,1,12,19,63%,16%,21%,16 Oct 2015,02 Oct 2017,12:41
6993,ArmChannel,1129,-,1,2,5,13,54%,15%,31%,22 Feb 2016,02 Oct 2017,12:41
6994,CurtQ,1129,-,1,1,1,8,38%,-,63%,26 Oct 2015,02 Oct 2017,12:41
6995,Seaneammon,1129,-,1,1,6,8,25%,25%,50%,17 Oct 2015,02 Oct 2017,12:41
6996,rudysal,1129,-,1,1,1,7,43%,14%,43%,21 Oct 2015,02 Oct 2017,12:41
6997,Cuervo,1129,-,1,-,2,6,33%,33%,33%,23 Oct 2015,02 Oct 2017,12:41
6998,Pawn33,1129,-,-,4,5,13,46%,31%,23%,21 Jun 2016,02 Oct 2017,12:41
6999,Daisho23,1129,-,-,1,2,17,6%,12%,82%,15 Jan 2016,02 Oct 2017,12:41
7000,Loon,1129,-,-,1,1,2,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
7001,MadTaz,1129,-,-,-,1,9,22%,22%,56%,22 Oct 2015,02 Oct 2017,12:41
7002,Ptgoggin,1129,-,-,-,2,7,57%,14%,29%,22 Oct 2015,02 Oct 2017,12:41
7003,Ghostydude,1129,-,-,-,1,7,-,-,100%,10 Nov 2015,02 Oct 2017,12:41
7004,marioandsonicfan98,1129,-,-,-,2,6,17%,17%,67%,25 Oct 2015,02 Oct 2017,12:41
7005,mattzzigster,1129,-,-,-,1,5,-,80%,20%,10 May 2017,02 Oct 2017,12:41
7006,Isaiah bavadra,1129,-,-,-,2,4,-,25%,75%,08 Aug 2016,02 Oct 2017,12:41
7007,BadApple418,1129,-,-,-,1,3,33%,-,67%,19 Sep 2016,02 Oct 2017,12:41
7008,bagodicks2443,1129,-,-,-,3,3,-,67%,33%,20 Oct 2015,02 Oct 2017,12:41
7009,chocolatebear,1129,-,-,-,1,3,-,-,100%,22 Oct 2015,02 Oct 2017,12:41
7010,Lord Master King,1129,-,-,-,2,3,-,-,100%,07 Dec 2015,02 Oct 2017,12:41
7011,Blm109,1129,-,-,-,1,2,-,50%,50%,08 Jan 2017,02 Oct 2017,12:41
7012,Eternal,1129,-,-,-,1,2,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
7013,BBrownC,1129,-,-,-,1,2,-,-,100%,21 Oct 2015,02 Oct 2017,12:41
7014,MAGICAL Cookies,1129,-,-,-,1,2,-,50%,50%,07 Nov 2015,02 Oct 2017,12:41
7015,Sectordub,1129,-,-,-,1,2,-,50%,50%,28 Jul 2015,02 Oct 2017,12:41
7016,LiterallyDiamond,1129,-,-,-,1,2,-,-,100%,18 May 2016,02 Oct 2017,12:41
7017,Trolp21,1129,-,-,-,1,2,-,-,100%,19 May 2017,02 Oct 2017,12:41
7018,IProApp,1129,-,-,-,2,2,-,-,100%,03 Jun 2016,02 Oct 2017,12:41
7019,fer1980,1129,-,-,-,1,2,-,50%,50%,24 Mar 2016,02 Oct 2017,12:41
7020,bubby525,1129,-,-,-,1,2,-,-,100%,17 Aug 2015,02 Oct 2017,12:41
7021,LilDicNiga,1129,-,-,-,1,1,-,-,100%,19 Oct 2015,02 Oct 2017,12:41
7022,I am your mother,1129,-,-,-,1,1,-,100%,-,29 Apr 2017,02 Oct 2017,12:41
7023,michaelhmiv,1129,-,-,-,1,1,-,100%,-,24 Oct 2015,02 Oct 2017,12:41
7024,mrhetr,1129,-,-,-,1,1,-,-,100%,23 Oct 2015,02 Oct 2017,12:41
7025,youssefokasha,1129,-,-,-,1,1,-,-,100%,21 Feb 2016,02 Oct 2017,12:41
7026,stash_13_,1129,-,-,-,1,1,-,-,100%,19 Nov 2015,02 Oct 2017,12:41
7027,powergod88,1129,-,-,-,1,1,-,100%,-,16 Oct 2015,02 Oct 2017,12:41
7028,Frezzer,1129,-,-,-,1,1,-,-,100%,09 Mar 2017,02 Oct 2017,12:41
7029,campione,1129,-,-,-,1,1,-,-,100%,18 Oct 2015,02 Oct 2017,12:41
7030,Umberto,1129,-,-,-,1,1,-,-,100%,16 Oct 2015,02 Oct 2017,12:41
7031,Cchen,1129,-,-,-,1,1,-,-,100%,31 Oct 2015,02 Oct 2017,12:41
7032,Julinabc,1129,-,-,-,1,1,-,100%,-,02 Nov 2015,02 Oct 2017,12:41
7033,Microstof,1128,12,12,10,27,75,68%,31%,1%,30 Oct 2015,02 Oct 2017,12:41
7034,Nezzajj,1128,4,4,3,10,22,64%,18%,18%,11 Dec 2015,02 Oct 2017,12:41
7035,Swenyspeed,1128,4,2,4,1,11,91%,-,9%,21 Oct 2015,02 Oct 2017,12:41
7036,DropDaIpad,1128,4,-,-,1,9,67%,11%,22%,24 Nov 2015,02 Oct 2017,12:41
7037,cflies,1128,3,1,2,1,14,50%,21%,29%,22 Oct 2015,02 Oct 2017,12:41
7038,Mpoe42,1128,3,1,1,8,13,69%,-,31%,31 Jul 2017,02 Oct 2017,12:41
7039,Elpiros999,1128,2,2,-,1,6,83%,-,17%,14 Oct 2015,02 Oct 2017,12:41
7040,Octimizing,1128,1,3,1,1,14,43%,7%,50%,18 Oct 2015,02 Oct 2017,12:41
7041,Namster,1128,1,2,1,7,10,50%,40%,10%,29 Oct 2015,02 Oct 2017,12:41
7042,babesbabe,1128,1,1,-,6,17,53%,35%,12%,14 Nov 2016,02 Oct 2017,12:41
7043,hiu yi lu guo,1128,1,-,1,3,7,43%,14%,43%,04 Dec 2015,02 Oct 2017,12:41
7044,xcspeller,1128,1,-,-,2,6,33%,17%,50%,31 Mar 2016,02 Oct 2017,12:41
7045,Wint1014,1128,-,1,-,2,10,30%,10%,60%,13 Nov 2015,02 Oct 2017,12:41
7046,Ernic,1128,-,1,-,3,9,33%,33%,33%,20 Nov 2015,02 Oct 2017,12:41
7047,CannibalisicWalrus,1128,-,1,-,3,7,43%,14%,43%,15 May 2016,02 Oct 2017,12:41
7048,LiamoLuo,1128,-,1,-,1,7,29%,29%,43%,21 Oct 2015,02 Oct 2017,12:41
7049,chillerz,1128,-,1,-,3,5,20%,20%,60%,27 May 2017,02 Oct 2017,12:41
7050,Salem216,1128,-,-,1,3,6,33%,50%,17%,03 Jun 2017,02 Oct 2017,12:41
7051,Blade3333,1128,-,-,1,2,5,20%,20%,60%,14 Feb 2016,02 Oct 2017,12:41
7052,Vhugofs,1128,-,-,1,2,4,25%,75%,-,20 Oct 2015,02 Oct 2017,12:41
7053,cbridges91,1128,-,-,-,1,9,22%,33%,44%,13 Feb 2016,02 Oct 2017,12:41
7054,aLLaro,1128,-,-,-,2,6,17%,67%,17%,21 Feb 2017,02 Oct 2017,12:41
7055,PinkyAndTheBrain,1128,-,-,-,1,5,40%,40%,20%,28 Sep 2016,02 Oct 2017,12:41
7056,Vysakh,1128,-,-,-,1,4,50%,25%,25%,12 Apr 2016,02 Oct 2017,12:41
7057,Neiri,1128,-,-,-,2,4,-,25%,75%,25 Mar 2016,02 Oct 2017,12:41
7058,Last RONIN,1128,-,-,-,1,4,-,50%,50%,13 Dec 2016,02 Oct 2017,12:41
7059,Nytimraulic,1128,-,-,-,2,4,-,75%,25%,19 Dec 2016,02 Oct 2017,12:41
7060,NautilusPompilius,1128,-,-,-,1,4,-,25%,75%,14 Aug 2016,02 Oct 2017,12:41
